 


County Details for Precipitation (in)
Champaign County, IL

Date,BROADLANDS 0.1 SSW,CHAMPAIGN 0.3 ESE,CHAMPAIGN 0.3 NNW,CHAMPAIGN 0.6 NNE,CHAMPAIGN 0.7 SW,CHAMPAIGN 0.9 NE,CHAMPAIGN 1.2 S,CHAMPAIGN 1.3 SSW,CHAMPAIGN 1.5 SSE,CHAMPAIGN 1.7 SW,CHAMPAIGN 2.2 S,CHAMPAIGN 2.5 S,CHAMPAIGN 2.9 SW,CHAMPAIGN 3.0 N,CHAMPAIGN 3.5 SSE,CHAMPAIGN 3.6 W,CHAMPAIGN 3.7 WSW,CHAMPAIGN 3S,CHAMPAIGN 4.8 SSW,CHAMPAIGN 9 SW,CHAMPAIGN URBANA WILLARD AP,DEWEY 1.6 NNW,FISHER,HOMER 2.0 N,HOMER 2.0 NW,HOMER 2.0 WSW,HOMER 2.1 NNE,MAHOMET 1.2 S,MAHOMET 1.7 NNE,MAHOMET 5.5 NE,OGDEN,PHILO,PHILO 1.9 ENE,RANTOUL,RANTOUL CHANUTE AFB,SAVOY 0.6 SSE,SAVOY 0.9 N,SAVOY 2.6 WSW,SIDNEY 0.9 N,ST. JOSEPH 0.9 SSW,ST. JOSEPH 2.6 W,URBANA 0.1 SSE,URBANA 0.9 SSE,URBANA 2.3 SSE,URBANA 4.2 ESE,
2018-03-26,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,M,M,M,M,M,0.00,M,0.00,0.00,M,0.44,0.39,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-03-27,0.32,0.72,0.71,0.49,0.59,M,0.74,M,0.53,M,M,M,M,M,0.70,M,0.61,0.71,M,0.41,0.39,0.59,0.64,0.68,0.79,M,0.63,0.63,0.68,M,0.52,0.64,M,0.27,0.27,0.63,0.72,M,0.65,M,0.50,M,0.65,0.73,0.60,
2018-03-28,0.76,0.09,M,0.33,0.13,0.14,0.12,M,0.29,M,M,M,M,M,0.11,M,0.16,0.10,M,0.07,0.07,0.11,0.17,0.31,0.19,M,0.32,0.18,0.13,M,0.47,0.11,M,0.10,0.10,0.22,0.12,0.11,0.26,M,0.11,M,0.17,0.13,0.21,
2018-03-29,0.14,0.07,M,0.05,0.05,0.07,0.07,M,0.05,M,M,0.13,M,M,0.06,M,0.05,0.05,M,0.18,0.26,0.03,0.10,0.10,M,M,0.10,0.05,0.06,M,0.07,0.09,M,0.00,0.00,0.09,0.08,0.05,0.10,M,0.05,M,0.06,0.07,0.05,
2018-03-30,0.37,0.21,M,0.19,0.20,0.20,0.22,0.20,0.21,M,M,0.19,M,M,0.23,M,0.19,0.19,M,0.03,0.01,0.02,0.07,0.39,M,M,0.37,0.09,0.01,M,0.33,0.27,M,0.05,0.05,0.26,0.11,0.20,0.33,M,0.28,M,0.26,0.31,0.33,
2018-03-31,0.03,0.03,M,0.02,0.01,0.05,0.04,0.02,0.02,M,M,0.04,M,M,0.02,M,0.02,0.01,M,0.01,0.01,T,0.03,0.01,0.00,M,0.01,0.01,T,T,0.01,0.01,M,0.00,0.00,0.03,0.02,T,0.00,M,0.02,M,0.01,0.01,0.03,
2018-04-01,T,0.01,0.00,T,T,0.02,T,0.00,T,M,M,0.00,M,M,0.00,M,0.01,T,M,0.31,0.17,T,M,T,0.00,M,T,T,0.00,T,0.01,0.01,M,0.58,0.58,0.03,0.00,M,0.01,M,T,T,T,0.00,0.03,
2018-04-02,0.18,M,0.22,0.32,0.34,M,0.32,0.31,0.31,M,M,M,M,M,0.30,M,0.28,0.24,M,0.08,0.02,0.31,0.64,0.30,0.25,0.15,0.24,0.27,0.25,0.34,0.27,0.22,M,0.00,0.00,0.29,0.19,M,0.30,M,0.21,0.50,0.28,0.34,0.23,
2018-04-03,0.03,M,0.47,0.34,0.26,M,0.27,0.26,0.30,M,M,0.40,M,M,0.47,M,0.23,0.40,M,0.46,0.50,0.18,0.20,0.28,0.25,0.28,0.26,0.28,0.35,0.23,0.32,0.34,M,0.65,0.65,0.44,0.37,0.40,0.28,M,0.38,0.24,0.38,0.42,0.43,
2018-04-04,0.98,M,0.25,0.21,0.22,0.26,0.22,0.11,M,M,M,0.22,M,M,0.32,M,0.26,0.20,M,0.01,0.00,0.14,0.24,0.38,0.43,0.68,0.42,0.11,0.11,0.10,0.42,0.30,M,0.00,0.00,0.22,0.22,0.17,0.50,M,0.28,0.10,0.30,0.24,0.29,
2018-04-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,M,M,T,M,0.00,T,M,0.03,T,0.00,0.00,T,0.00,0.00,T,0.00,0.00,T,T,0.00,M,0.00,0.00,T,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-04-06,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,M,M,M,M,0.00,M,0.00,0.00,M,0.02,T,0.00,0.06,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,T,M,0.00,0.00,0.00,0.00,M,0.00,M,0.01,0.00,0.00,0.00,0.00,
2018-04-07,T,0.00,T,0.00,0.00,0.00,0.00,0.00,T,M,M,0.00,M,M,T,M,T,T,M,0.02,0.00,0.00,0.00,T,0.00,T,T,0.00,0.00,T,T,0.00,M,0.00,0.00,T,0.00,M,T,0.00,0.00,0.00,T,0.00,0.00,
2018-04-08,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,M,0.00,M,M,0.00,M,0.00,0.00,M,0.17,0.11,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-09,M,0.13,0.14,0.15,M,M,0.13,0.17,0.14,M,M,M,M,M,0.15,M,0.15,0.14,M,0.03,T,0.13,0.05,0.13,M,0.13,0.11,0.15,0.16,0.13,0.08,0.05,M,0.05,0.05,0.15,0.12,M,0.13,0.12,0.09,0.12,0.14,0.13,0.08,
2018-04-10,M,T,0.00,0.00,M,M,0.00,T,0.00,M,M,T,M,M,T,M,T,T,M,0.03,0.00,T,0.00,T,M,T,T,0.00,0.00,T,0.01,0.02,M,0.05,0.05,T,T,M,T,T,T,T,T,M,T,
2018-04-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,M,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.05,0.05,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-04-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,M,M,0.00,M,0.00,0.00,M,0.01,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-13,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.26,0.35,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-04-14,0.22,0.84,0.87,0.88,0.90,0.79,0.84,0.83,0.88,M,M,0.84,M,M,0.95,M,0.82,0.85,M,0.57,0.54,0.66,0.79,0.59,0.62,0.53,M,0.90,0.94,0.85,0.67,0.65,M,0.11,0.11,0.86,0.86,0.78,0.59,0.68,0.63,0.94,0.80,M,0.81,
2018-04-15,0.52,0.31,0.24,0.20,0.22,0.28,0.33,M,0.25,M,M,0.28,M,M,0.33,M,0.14,0.27,M,0.13,0.13,0.45,0.39,0.44,0.50,0.40,M,0.19,0.13,0.20,0.50,0.27,M,0.13,0.13,0.27,0.27,M,0.28,0.45,0.32,0.27,0.28,M,0.30,
2018-04-16,0.32,0.03,0.04,T,M,0.05,0.04,M,0.05,M,M,0.02,M,0.06,0.02,M,T,0.02,M,0.05,0.01,0.05,0.08,0.13,0.03,M,0.14,0.03,0.04,0.02,0.21,0.03,M,0.01,0.01,0.04,0.01,M,0.07,T,0.03,0.02,0.04,0.02,0.06,
2018-04-17,0.03,T,0.02,0.00,M,0.03,0.00,0.02,0.02,M,M,0.01,M,T,T,M,0.02,T,M,0.00,0.00,0.02,0.05,0.03,0.00,M,0.02,T,T,T,0.03,0.01,M,0.00,0.00,T,T,0.11,0.01,T,0.01,T,0.01,0.00,0.01,
2018-04-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.02,T,0.00,0.04,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-19,0.00,T,T,0.00,T,0.00,0.00,T,M,M,M,T,M,0.00,T,M,0.00,T,M,0.07,T,0.00,0.00,T,0.00,M,0.00,0.00,T,0.00,T,T,0.00,0.00,0.00,T,T,T,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
2018-04-20,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,M,0.00,0.00,M,0.00,0.00,M,0.04,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,0.00,M,0.03,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.04,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.22,0.24,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,T,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-04-24,0.24,0.20,0.22,0.18,0.20,0.19,0.21,0.19,0.19,M,M,0.24,M,0.18,0.17,M,0.29,0.20,M,0.02,0.00,0.23,0.29,0.15,0.11,M,0.15,0.22,0.22,M,0.12,0.12,0.13,0.08,0.08,0.20,0.14,M,0.13,0.14,0.12,0.12,0.15,0.14,0.15,
2018-04-25,0.02,0.00,0.00,0.00,0.00,T,T,0.00,0.00,M,M,0.00,M,0.00,0.00,M,T,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,T,0.00,0.00,0.00,
2018-04-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,0.00,M,0.01,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,
2018-04-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.02,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,
2018-04-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.02,T,0.00,M,0.00,T,0.00,M,0.00,0.00,M,0.00,0.00,T,0.00,M,T,T,0.00,0.00,M,0.00,T,
2018-04-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,M,0.01,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,
2018-04-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,
2018-05-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,
2018-05-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.93,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,
2018-05-03,0.00,0.59,0.53,0.19,0.41,0.33,0.55,0.42,M,0.54,M,0.50,M,0.53,0.62,0.00,M,0.63,0.35,0.59,0.47,0.58,0.58,0.25,0.44,0.46,0.24,0.47,0.81,0.81,0.07,0.39,0.23,0.00,0.00,0.52,0.64,0.64,0.30,0.45,0.24,0.53,M,0.48,0.31,
2018-05-04,0.57,T,0.03,0.29,0.11,0.11,0.01,0.14,M,T,M,0.07,M,0.02,0.04,0.00,M,0.01,0.14,0.00,T,T,0.18,0.18,0.01,M,0.21,0.08,0.10,0.01,0.40,0.03,0.21,0.00,0.00,0.15,0.00,0.05,0.19,0.01,M,0.13,M,0.07,0.19,
2018-05-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,M,M,M,0.00,T,0.00,M,0.00,0.00,0.01,0.00,0.00,M,T,0.00,M,T,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,0.01,0.00,T,0.00,0.02,T,0.00,M,0.00,0.00,
2018-05-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.01,T,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,T,0.00,M,0.08,0.00,
2018-05-07,0.00,T,T,0.00,T,0.00,0.00,0.00,0.00,T,M,0.00,M,T,0.01,0.00,M,T,T,0.00,0.00,T,0.00,0.06,0.00,M,0.11,T,T,0.01,0.02,0.02,T,0.00,0.00,T,T,T,T,0.01,0.01,0.00,M,0.02,0.02,
2018-05-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,
2018-05-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.69,1.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,
2018-05-10,0.29,1.33,1.25,0.98,1.29,0.93,1.20,1.06,1.26,1.13,M,1.27,M,0.64,1.45,0.85,1.09,1.23,0.87,0.02,0.00,0.26,0.49,0.44,0.57,0.50,0.48,0.60,0.83,0.51,0.41,0.85,0.94,0.01,0.01,1.07,1.27,0.87,0.71,0.55,M,1.25,M,1.35,0.81,
2018-05-11,0.00,0.00,0.00,0.00,0.00,0.00,0.01,M,0.00,0.00,M,M,M,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,
2018-05-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,M,M,0.00,
2018-05-13,0.00,0.00,0.02,0.00,M,0.00,0.00,M,T,T,M,0.00,M,0.00,T,0.00,0.00,0.00,0.00,0.02,0.00,T,0.01,0.00,0.00,M,T,0.00,T,T,T,T,0.00,0.00,0.00,T,0.00,T,T,T,M,0.00,0.00,M,0.00,
2018-05-14,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,T,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,M,T,0.00,0.00,0.00,0.00,0.00,M,0.01,0.01,0.00,0.00,T,0.00,T,M,0.00,0.00,M,0.00,
2018-05-15,0.00,0.02,0.02,0.00,M,0.04,0.02,M,0.06,0.01,0.03,0.03,M,0.01,0.13,0.02,0.02,0.06,0.04,0.11,0.12,0.09,0.03,0.14,0.16,M,0.13,0.00,0.01,0.01,0.13,0.08,M,0.55,0.55,0.14,0.05,0.04,0.12,0.31,M,0.05,0.06,0.12,0.11,
2018-05-16,0.03,0.02,T,T,M,0.02,0.03,0.03,M,0.01,0.03,0.03,M,0.02,0.05,0.00,0.03,0.03,0.04,0.00,0.00,0.26,0.58,0.07,0.06,M,0.05,0.04,0.03,0.37,0.05,0.09,M,0.00,0.00,0.05,0.02,0.03,0.07,0.04,M,0.02,0.03,0.02,0.03,
2018-05-17,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,
2018-05-18,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,T,M,0.00,0.00,T,0.00,M,0.00,0.00,0.00,0.00,T,0.00,0.00,
2018-05-19,0.19,M,0.03,T,0.01,T,0.03,0.03,0.03,0.01,0.02,0.02,M,T,0.03,0.00,M,0.04,0.05,0.06,0.03,0.02,0.06,0.95,0.90,0.71,0.95,0.03,0.01,0.01,0.72,0.20,M,0.00,0.00,0.05,0.01,0.04,0.61,0.56,0.48,0.05,0.08,0.13,0.39,
2018-05-20,0.78,M,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.11,0.02,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-05-21,0.03,M,T,T,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.02,M,0.01,0.03,0.00,M,0.02,0.02,0.07,0.05,T,0.03,0.01,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.02,M,0.00,0.00,0.03,0.03,T,0.02,0.02,0.01,0.02,0.05,0.02,0.03,
2018-05-22,T,M,0.07,0.03,0.05,0.04,0.03,0.04,0.03,0.04,0.01,0.04,M,0.04,0.00,0.00,M,0.02,0.03,M,0.00,0.01,0.02,T,0.00,M,0.00,0.06,0.03,0.02,T,0.00,M,0.03,0.03,0.04,0.01,M,0.00,T,0.02,0.03,0.05,0.05,0.03,
2018-05-23,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-05-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-05-25,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.76,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.62,0.62,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-05-26,T,0.81,1.12,0.98,M,0.47,0.77,0.95,0.51,1.30,0.74,0.62,1.33,0.98,0.32,2.14,1.64,0.35,1.65,0.04,0.03,0.52,1.09,0.10,0.07,M,0.12,1.14,1.15,1.10,0.08,0.11,M,0.00,0.00,0.33,0.58,1.37,0.09,M,0.06,0.17,0.14,0.08,0.09,
2018-05-27,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-05-28,0.54,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.01,0.00,T,0.00,0.03,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,
2018-05-29,0.00,0.00,0.00,0.00,M,M,0.00,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.15,0.12,0.12,0.35,0.00,0.00,0.00,0.00,0.08,0.00,0.02,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,
2018-05-30,0.27,0.23,0.17,0.20,M,0.23,0.14,0.11,0.15,0.09,0.13,0.11,0.09,0.20,0.15,M,0.12,0.11,0.11,0.41,1.17,0.40,0.45,0.26,0.12,0.19,0.36,0.17,0.17,0.15,0.17,0.20,M,0.20,0.20,0.15,0.13,0.07,0.27,0.13,M,0.08,0.15,0.18,0.15,
2018-05-31,1.13,0.56,0.60,0.61,M,M,0.99,M,0.96,1.06,0.71,0.67,0.60,0.91,0.51,M,0.60,0.95,0.47,0.37,0.15,1.21,1.33,0.85,0.80,0.83,0.86,0.57,0.17,0.94,1.35,1.13,M,0.70,0.70,0.47,0.77,0.86,0.60,M,0.38,0.60,0.55,0.79,0.78,
2018-06-01,0.02,0.69,0.65,0.52,M,0.56,0.68,M,0.64,0.66,0.74,0.64,0.61,0.53,0.96,M,0.69,0.71,0.33,0.02,0.00,0.11,0.29,1.03,0.90,0.44,1.25,1.04,1.05,0.44,0.77,0.25,M,0.20,0.20,0.94,0.90,0.37,0.15,M,0.65,0.63,0.86,0.55,0.33,
2018-06-02,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,1.76,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,T,0.00,
2018-06-03,0.34,0.37,0.33,0.26,M,0.21,0.41,M,0.34,0.22,0.34,0.29,0.37,0.26,0.55,M,0.32,0.28,0.72,0.01,0.00,0.08,0.07,0.02,0.04,0.09,0.02,0.53,0.51,0.11,0.03,0.33,0.29,0.00,0.00,0.62,0.40,0.55,0.11,M,0.05,0.15,0.18,0.35,0.16,
2018-06-04,0.00,0.00,0.00,0.00,M,M,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,T,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,
2018-06-05,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-06-06,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-06-07,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.29,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,
2018-06-08,0.60,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.11,M,M,0.00,0.00,0.02,0.00,0.00,0.00,0.04,0.04,0.10,M,0.00,0.00,M,0.31,0.24,0.08,0.45,0.45,0.15,0.00,T,0.06,0.31,0.19,0.00,0.00,0.07,0.05,
2018-06-09,0.00,0.57,0.40,0.31,0.73,M,0.67,M,0.61,0.64,0.10,0.09,0.19,T,T,M,M,0.19,0.00,0.59,0.18,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.12,0.12,T,0.08,T,0.00,0.01,0.26,0.33,0.26,0.02,0.10,
2018-06-10,1.35,1.61,1.82,0.97,0.81,M,1.11,M,0.71,1.11,0.84,M,0.81,M,0.98,M,M,1.15,0.71,1.24,1.24,0.93,0.78,1.52,1.68,1.81,1.58,2.08,1.07,M,1.24,1.67,2.64,1.03,1.03,0.69,M,0.62,1.58,1.91,0.83,1.08,0.86,1.10,0.72,
2018-06-11,0.83,1.63,1.55,2.50,2.45,M,M,M,2.51,1.51,0.97,M,1.11,M,1.32,M,M,1.62,0.98,0.32,0.26,1.50,1.29,2.20,2.17,1.16,2.28,1.71,1.52,M,2.41,0.95,0.96,1.50,1.50,1.07,M,0.88,1.51,1.25,1.66,2.25,2.53,2.02,2.67,
2018-06-12,T,1.00,1.07,1.10,0.89,M,M,M,1.42,1.16,1.40,1.06,1.39,0.71,1.40,M,1.18,1.47,0.92,0.70,1.00,0.04,0.08,M,0.38,0.88,0.33,1.04,1.13,0.18,0.15,1.11,1.23,0.10,0.10,1.55,1.51,1.20,1.27,0.54,0.30,1.06,1.25,M,0.47,
