 


County Details for Precipitation (in)
Champaign County, IL

Date,BROADLANDS 0.1 SSW,CHAMPAIGN 0.3 ESE,CHAMPAIGN 0.3 NNW,CHAMPAIGN 0.6 NNE,CHAMPAIGN 0.7 SW,CHAMPAIGN 0.9 NE,CHAMPAIGN 1.2 S,CHAMPAIGN 1.3 SSW,CHAMPAIGN 1.5 SSE,CHAMPAIGN 1.7 SW,CHAMPAIGN 2.2 S,CHAMPAIGN 2.5 S,CHAMPAIGN 2.9 SW,CHAMPAIGN 3.0 N,CHAMPAIGN 3.5 SSE,CHAMPAIGN 3.6 W,CHAMPAIGN 3.7 WSW,CHAMPAIGN 3S,CHAMPAIGN 4.8 SSW,CHAMPAIGN 9 SW,CHAMPAIGN URBANA WILLARD AP,DEWEY 1.6 NNW,FISHER,HOMER 2.0 N,HOMER 2.0 NW,HOMER 2.0 WSW,HOMER 2.1 NNE,MAHOMET 1.2 S,MAHOMET 1.7 NNE,MAHOMET 5.5 NE,OGDEN,PHILO,PHILO 1.9 ENE,RANTOUL,RANTOUL CHANUTE AFB,SAVOY 0.6 SSE,SAVOY 0.9 N,SAVOY 2.6 WSW,SIDNEY 0.9 N,ST. JOSEPH 0.9 SSW,ST. JOSEPH 2.6 W,URBANA 0.1 SSE,URBANA 0.9 SSE,URBANA 2.3 SSE,URBANA 4.2 ESE,
2018-08-29,0.00,0.17,0.16,0.01,M,0.12,0.17,0.13,0.18,M,0.23,0.25,0.18,0.17,0.26,M,0.13,0.30,0.10,0.19,0.29,0.25,0.16,0.22,0.21,0.33,0.25,0.18,0.16,0.16,0.16,0.19,0.26,0.00,0.00,0.25,0.34,0.28,0.15,M,0.21,0.24,0.28,0.23,0.23,
2018-08-30,0.46,0.00,0.00,0.09,M,0.05,T,0.08,0.01,M,0.00,0.01,0.07,0.01,0.03,M,0.04,T,0.03,0.00,0.00,T,0.12,T,0.00,0.00,0.00,0.02,0.03,0.01,0.04,0.00,0.00,0.00,0.00,0.05,0.00,M,0.00,M,T,0.01,0.04,0.05,0.03,
2018-08-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,M,0.00,0.00,0.00,
2018-09-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.01,0.00,0.00,M,T,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.36,0.39,0.45,0.00,M,0.00,0.79,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-09-02,0.00,M,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-09-03,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,T,0.00,0.02,0.00,0.00,0.00,0.00,M,T,M,0.05,0.00,0.00,0.00,T,
2018-09-04,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,T,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.02,T,0.00,M,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,T,0.00,0.00,0.00,0.00,
2018-09-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-09-06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.09,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,0.00,0.00,
2018-09-07,0.01,0.89,0.58,0.21,M,0.89,0.99,0.64,M,M,1.39,1.55,0.41,0.97,0.39,M,0.53,1.56,0.38,2.91,3.11,1.53,1.51,0.24,0.34,0.30,0.31,0.64,M,2.44,0.37,0.15,0.07,3.85,3.85,0.36,1.28,0.16,0.16,0.88,0.95,0.43,0.56,1.10,0.33,
2018-09-08,1.91,1.42,1.87,2.07,M,1.77,1.52,1.88,M,M,1.53,1.64,2.14,M,3.19,M,2.17,1.57,2.73,0.55,0.58,2.55,2.48,2.57,2.39,2.31,2.47,3.06,2.44,2.64,4.23,3.51,3.51,0.96,0.96,3.30,1.45,1.09,3.03,2.75,2.83,1.57,2.59,3.33,3.87,
2018-09-09,0.87,0.41,0.45,0.45,0.43,0.42,0.37,0.42,M,M,0.34,0.39,0.43,M,0.33,M,0.41,0.36,0.13,0.00,0.02,0.24,0.24,0.48,0.52,0.53,0.51,0.36,0.42,0.40,0.78,0.35,0.43,0.15,0.15,0.35,0.22,0.11,0.45,0.50,0.76,0.37,0.45,0.40,0.58,
2018-09-10,0.07,0.00,0.00,0.00,0.00,T,T,0.00,M,0.00,0.00,0.00,0.00,M,0.00,M,T,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,T,0.00,0.00,T,0.00,0.00,T,0.00,0.00,0.00,0.01,M,0.00,0.00,0.00,0.00,0.00,0.00,T,
2018-09-11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-20,0.00,T,0.02,T,T,0.03,0.00,M,M,0.00,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.07,0.02,0.01,0.01,0.00,0.00,0.02,0.27,0.05,0.00,0.01,0.00,0.00,0.57,0.57,0.00,0.00,M,T,0.00,0.00,0.02,0.01,0.00,T,
2018-09-21,0.00,0.08,0.12,0.00,M,0.04,M,M,M,M,M,0.00,M,M,0.09,M,0.09,0.01,0.02,0.06,0.01,0.14,0.11,T,0.20,0.12,0.08,0.03,0.07,0.04,0.00,0.03,0.05,0.00,0.00,T,0.02,0.01,0.07,0.04,0.02,0.05,0.04,0.07,0.04,
2018-09-22,0.57,0.00,0.00,T,M,0.02,M,M,M,M,M,0.00,0.02,M,0.00,M,0.02,0.00,M,0.00,0.00,0.00,0.00,0.15,0.00,0.09,0.04,0.00,0.00,T,0.10,0.06,0.08,0.00,0.00,0.11,0.00,M,0.04,T,0.00,T,0.01,0.00,0.00,
2018-09-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,M,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-09-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,T,M,0.00,0.00,0.00,0.00,
2018-09-25,0.00,0.37,0.42,0.42,0.30,0.33,0.36,0.43,M,0.39,M,0.33,0.41,M,0.02,M,0.31,0.16,M,0.21,0.87,0.18,0.13,0.06,0.10,0.05,0.07,0.17,0.10,0.05,0.21,0.10,0.08,0.65,0.65,0.02,M,0.05,0.19,0.12,0.20,0.20,0.11,0.03,0.09,
2018-09-26,1.39,0.12,0.12,0.07,0.12,0.10,0.11,M,M,M,M,0.99,0.08,M,1.72,M,0.11,1.06,M,0.02,0.03,0.52,0.70,0.88,0.79,0.88,1.04,0.25,0.40,0.46,1.01,0.78,0.80,0.00,0.00,1.26,M,1.42,0.79,M,1.07,0.65,M,1.07,1.00,
2018-09-27,0.09,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,
2018-09-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,M,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,
2018-09-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-09-30,0.00,T,T,0.00,0.00,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.01,0.00,T,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,M,T,M,M,0.00,0.00,0.00,0.00,
2018-10-01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-10-02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-10-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,M,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,
2018-10-04,0.00,0.00,0.00,0.00,T,0.00,0.00,0.03,M,M,M,0.00,0.00,M,T,M,0.00,0.00,M,0.00,0.01,0.00,0.00,T,0.00,0.00,0.00,0.00,0.00,M,0.01,0.00,0.00,0.00,0.00,T,0.00,M,0.00,M,M,T,T,0.01,0.02,
2018-10-05,0.04,0.12,0.11,0.08,M,M,0.10,0.09,M,M,M,0.07,0.09,M,0.07,M,0.12,0.07,M,0.06,0.06,0.91,1.01,0.35,0.33,0.39,0.38,1.51,2.19,M,0.35,0.28,0.29,1.52,1.52,0.10,0.03,M,0.33,M,M,0.08,0.08,0.10,0.13,
2018-10-06,0.36,0.03,0.06,0.03,M,M,0.02,0.03,M,M,M,0.01,0.02,M,0.01,M,M,0.01,M,0.67,0.37,0.07,0.09,0.01,0.00,0.02,0.01,0.40,0.07,M,0.04,0.00,0.00,0.15,0.15,0.01,0.00,M,0.00,M,0.01,0.01,0.01,0.00,0.01,
2018-10-07,0.13,0.94,0.83,0.76,M,M,0.81,M,M,M,M,0.79,0.83,M,0.82,M,M,0.79,0.77,0.00,0.00,1.07,1.27,0.26,0.22,0.14,0.21,0.42,0.63,M,0.81,0.38,0.30,1.23,1.23,0.62,0.92,M,0.31,M,0.42,0.87,0.91,0.53,0.52,
2018-10-08,0.00,M,0.07,0.02,M,M,T,0.02,M,M,M,T,0.13,M,0.02,M,0.02,T,0.02,0.00,0.00,0.16,0.43,0.00,M,0.00,0.00,0.02,0.04,M,0.00,0.00,0.00,0.02,0.02,0.02,0.01,M,0.00,M,0.01,T,0.02,0.00,0.00,
2018-10-09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-10-10,0.00,0.02,T,0.00,0.00,0.00,0.04,0.00,M,M,M,0.00,0.00,M,0.03,M,0.00,0.03,0.00,0.07,0.15,0.10,0.04,0.01,M,0.00,0.01,0.00,T,M,0.00,T,T,0.00,0.00,0.00,0.06,M,T,M,0.00,0.00,T,0.00,0.00,
2018-10-11,0.42,0.14,0.17,0.10,0.13,0.10,0.13,0.13,M,M,0.90,0.17,0.08,M,0.12,M,0.10,0.14,M,0.00,0.00,0.00,0.19,0.42,M,0.36,0.48,0.16,0.17,M,0.29,0.18,0.23,0.12,0.12,0.12,0.12,M,0.24,0.18,0.26,0.15,0.09,0.23,0.28,
2018-10-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,T,0.00,M,0.00,M,0.00,0.00,0.00,0.13,0.13,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.01,0.01,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-10-13,0.12,M,0.17,0.16,0.19,0.18,0.20,0.21,M,M,0.18,0.19,0.18,M,0.18,M,0.19,0.18,0.17,0.00,0.00,0.20,0.24,0.14,M,0.11,0.16,0.26,0.26,M,0.22,0.16,0.16,0.23,0.23,0.17,0.20,M,0.15,0.16,0.16,0.19,0.20,0.17,0.16,
2018-10-14,0.02,M,0.00,0.00,0.00,0.00,0.01,0.00,M,M,0.01,0.01,M,M,0.00,M,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.00,M,0.00,0.00,0.00,T,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,
2018-10-15,0.02,0.29,0.15,0.08,0.10,0.11,0.08,0.09,M,M,0.05,0.08,0.07,M,0.08,M,0.08,0.08,0.07,0.04,0.05,0.10,0.15,0.06,0.06,0.06,0.06,0.12,0.11,M,0.06,0.07,0.06,0.01,0.01,0.08,0.05,0.06,0.05,0.04,0.04,0.08,0.08,0.00,0.05,
2018-10-16,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.01,M,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-10-17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,M,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-10-18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-10-19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,M,0.00,T,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-10-20,T,0.04,0.03,T,0.02,T,0.02,T,M,M,M,0.01,0.02,M,0.02,M,0.03,0.02,M,0.00,0.00,T,0.02,0.02,0.00,0.01,0.01,0.03,0.02,0.01,0.02,T,0.02,0.00,0.00,0.02,T,T,T,0.02,0.02,0.02,0.02,0.02,0.02,
2018-10-21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-10-22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-10-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-10-24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-10-25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,M,0.00,M,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,
2018-10-26,T,0.26,M,0.05,M,0.17,0.34,0.12,M,M,0.33,0.22,0.21,M,0.17,M,0.20,0.25,M,0.47,0.42,0.18,0.20,0.19,0.27,0.18,M,0.18,0.17,0.15,0.11,0.21,M,0.11,0.11,0.16,0.13,0.00,0.20,M,0.12,0.13,0.15,0.22,0.15,
2018-10-27,0.55,0.14,M,0.31,M,0.20,0.06,0.26,M,M,0.05,0.26,0.20,M,0.26,M,0.24,0.18,M,0.00,0.00,0.18,0.30,0.22,0.00,0.26,M,0.24,0.23,M,0.30,0.25,M,0.21,0.21,0.26,0.08,0.15,0.23,0.11,0.24,0.17,0.25,0.24,0.25,
2018-10-28,0.01,0.04,M,0.01,0.03,0.03,0.03,0.03,M,M,0.03,0.04,M,M,0.03,M,0.03,0.04,0.01,0.02,0.02,0.04,0.11,0.03,0.03,0.00,M,0.04,0.05,M,0.04,0.00,M,0.04,0.04,0.03,0.01,0.03,0.02,0.03,0.03,0.03,M,0.02,0.03,
2018-10-29,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,M,M,T,M,0.00,0.00,0.00,0.00,0.00,T,0.00,T,0.00,0.00,M,0.00,0.01,M,0.04,0.00,M,0.06,0.06,0.01,0.00,0.00,T,0.00,T,0.00,M,0.00,0.01,
2018-10-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,M,M,0.00,M,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-10-31,0.00,0.57,M,0.49,M,0.60,0.54,0.54,M,M,0.48,0.54,M,M,0.42,M,0.54,0.50,0.48,0.52,0.48,0.46,0.77,0.44,0.47,0.49,0.44,M,0.57,0.60,0.40,0.51,0.56,0.57,0.57,0.43,0.47,0.40,0.51,0.40,0.37,0.48,0.41,0.40,0.43,
2018-11-01,0.41,M,M,0.38,M,0.52,0.72,0.52,M,M,0.63,0.58,M,M,0.47,M,0.52,0.58,0.44,1.12,1.07,0.38,0.35,0.62,0.61,0.86,0.60,0.65,0.42,0.44,0.37,0.51,0.54,0.41,0.41,0.48,M,0.36,0.53,0.62,0.47,0.49,0.54,0.50,0.46,
2018-11-02,1.38,M,M,0.78,0.69,0.65,0.51,0.64,M,M,0.55,0.75,M,M,0.70,M,0.76,0.63,0.56,0.00,0.00,0.63,0.62,0.75,0.72,0.72,0.76,0.61,0.63,M,0.94,0.72,0.79,0.66,0.66,0.70,M,0.43,0.82,0.65,0.68,0.67,0.73,0.78,0.76,
2018-11-03,0.02,0.01,0.00,0.00,0.00,M,T,M,M,M,0.01,0.00,M,M,0.01,M,0.00,T,0.00,0.02,0.01,0.00,0.05,0.00,0.03,0.00,0.00,T,0.00,M,0.00,0.00,0.00,0.05,0.05,0.00,M,T,T,0.00,T,T,0.00,0.00,T,
2018-11-04,0.03,0.03,0.02,T,0.02,M,0.03,0.03,M,M,0.02,0.04,M,M,0.03,M,0.02,0.03,M,0.26,0.32,0.02,0.00,0.03,0.00,0.00,0.04,0.02,0.03,M,0.06,0.01,0.04,0.00,0.00,0.03,M,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.03,
2018-11-05,0.33,0.36,0.43,0.37,0.27,M,0.43,0.43,M,M,0.40,0.38,M,M,0.34,M,0.26,0.35,0.17,0.15,0.19,0.11,0.48,0.27,0.28,0.26,0.22,0.35,0.35,M,0.28,0.30,0.23,0.44,0.44,0.40,0.32,0.39,0.33,0.35,0.30,0.37,0.38,0.40,0.34,
2018-11-06,0.22,0.17,0.17,0.12,0.13,0.16,0.18,0.13,M,M,0.16,M,M,M,0.18,M,0.13,0.27,0.13,0.00,0.00,0.07,0.18,0.24,0.24,0.27,0.23,0.15,0.15,0.17,0.22,0.19,0.19,0.18,0.18,0.19,0.13,0.15,0.20,0.18,0.18,0.17,0.18,M,0.18,
2018-11-07,0.01,0.00,0.00,0.00,0.00,0.00,T,0.00,M,M,0.01,0.00,M,M,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,
2018-11-08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,M,M,0.00,M,0.00,0.00,0.00,0.17,0.06,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2018-11-09,0.09,0.38,0.39,0.28,M,M,0.41,0.40,M,M,0.36,0.48,M,M,0.31,M,0.21,0.31,0.35,0.12,0.18,0.20,0.11,0.20,0.22,M,M,0.23,0.23,0.23,0.16,0.24,0.18,0.22,0.22,0.29,0.24,0.24,0.19,0.19,0.21,M,0.32,0.30,0.24,
2018-11-10,0.08,0.00,T,0.03,M,M,0.00,T,M,M,M,T,M,M,0.00,M,T,T,T,0.00,0.00,T,0.04,T,0.00,M,M,T,T,T,0.02,T,T,0.00,0.00,T,T,T,T,T,0.01,M,T,T,T,
2018-11-11,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,M,M,M,M,0.00,M,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,
2018-11-12,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,M,M,M,M,M,M,0.00,M,0.00,0.00,0.00,0.04,T,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,0.00,
2018-11-13,0.02,0.03,0.03,0.06,0.07,M,0.05,M,M,M,0.01,0.04,M,M,0.05,M,0.03,0.02,0.04,0.00,T,0.04,T,0.03,0.03,M,M,0.04,0.03,M,0.04,T,0.01,0.00,0.00,0.05,0.02,0.01,0.04,0.01,0.02,M,0.06,0.05,0.02,
2018-11-14,0.00,0.00,0.00,0.00,0.00,M,0.00,M,M,M,0.00,0.00,M,M,0.00,M,0.00,0.00,0.00,M,0.01,0.00,0.00,0.00,0.00,M,M,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,T,0.00,0.00,0.00,0.00,0.00,0.00,M,0.00,0.00,
